,record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku
95,212769,16/07/13,8058,217390,175.9875,175.9875,0,0
96,212772,16/07/13,8058,219844,247.95,360.525,0,1
97,212773,16/07/13,8058,219009,213.0375,213.0375,0,0
98,212774,16/07/13,8058,219029,341.2875,341.2875,0,0
99,212775,16/07/13,8058,222087,154.6125,173.1375,1,1
100,212776,16/07/13,8058,320485,213.0375,213.0375,0,0
101,212777,16/07/13,8058,378934,213.0375,213.0375,0,0
102,212778,16/07/13,8058,222765,254.3625,254.3625,0,0
103,212779,16/07/13,8058,223245,233.7,233.7,0,0
104,212782,16/07/13,8058,245387,355.5375,469.5375,1,1
105,212783,16/07/13,8058,245338,355.5375,469.5375,1,1
106,212787,16/07/13,8222,216418,109.725,109.725,0,0
107,212788,16/07/13,8222,216419,109.725,109.725,0,0
108,212789,16/07/13,8222,300021,109.0125,109.0125,0,0
109,212790,16/07/13,8222,300291,120.4125,208.7625,0,0
110,212792,16/07/13,8222,216425,141.075,141.075,0,0
111,212793,16/07/13,8222,216233,141.075,141.075,0,0
112,212794,16/07/13,8222,217390,175.275,175.275,0,0
113,212796,16/07/13,8222,219009,209.475,209.475,0,0
114,212797,16/07/13,8222,219029,188.1,338.4375,0,0
115,212798,16/07/13,8222,222087,166.725,210.1875,1,1
116,212799,16/07/13,8222,320485,213.0375,213.0375,0,0
117,212800,16/07/13,8222,378934,213.0375,213.0375,0,0
118,212802,16/07/13,8222,222765,254.3625,254.3625,0,0
119,212803,16/07/13,8222,223245,233.7,233.7,0,0
120,212805,16/07/13,8222,398721,355.5375,469.5375,1,1
121,212806,16/07/13,8222,245387,355.5375,469.5375,1,1
122,212807,16/07/13,8222,245338,355.5375,469.5375,1,1
123,212809,16/07/13,8222,547934,164.5875,164.5875,0,0
124,212812,16/07/13,8121,216418,87.6375,87.6375,0,0
125,212816,16/07/13,8121,216425,131.1,131.1,0,0
126,212817,16/07/13,8121,216233,127.5375,127.5375,0,0
127,212818,16/07/13,8121,217390,133.95,133.95,0,0
128,212819,16/07/13,8121,217217,232.9875,263.625,0,0
129,212820,16/07/13,8121,217777,233.7,266.475,0,0
130,212821,16/07/13,8121,219844,232.9875,264.3375,0,1
131,212822,16/07/13,8121,219009,183.1125,183.1125,0,0
132,212823,16/07/13,8121,219029,309.9375,309.9375,0,0
133,212824,16/07/13,8121,222087,172.425,228.0,1,1
134,212825,16/07/13,8121,320485,228.0,228.0,0,0
135,212826,16/07/13,8121,378934,234.4125,234.4125,0,0
136,212828,16/07/13,8121,222765,239.4,239.4,0,0
137,212829,16/07/13,8121,223245,213.0375,213.0375,0,0
138,212830,16/07/13,8121,223153,212.325,212.325,0,0
139,212831,16/07/13,8121,398721,356.25,473.1,1,0
140,212832,16/07/13,8121,245387,355.5375,483.7875,1,0
141,212833,16/07/13,8121,245338,355.5375,447.45,1,0
142,212834,16/07/13,8218,216418,85.5,85.5,0,0
143,212835,16/07/13,8218,216419,88.35,88.35,0,0
144,212837,16/07/13,8218,216425,128.9625,128.9625,0,0
145,212838,16/07/13,8218,216233,125.4,125.4,0,0
146,212839,16/07/13,8218,217390,132.525,132.525,0,0
147,212840,16/07/13,8218,217217,232.275,265.05,0,1
148,212843,16/07/13,8218,219009,166.0125,187.3875,0,0
149,212844,16/07/13,8218,219029,309.9375,309.9375,0,0
150,212845,16/07/13,8218,222087,169.575,201.6375,1,1
151,212846,16/07/13,8218,320485,226.575,226.575,0,0
152,212849,16/07/13,8218,223245,109.725,213.0375,0,0
153,212850,16/07/13,8218,223153,205.9125,205.9125,0,0
154,212853,16/07/13,8218,245338,355.5375,375.4875,1,1
155,212856,16/07/13,8317,216419,88.35,88.35,0,0
156,212857,16/07/13,8317,300021,85.5,85.5,0,0
157,212860,16/07/13,8317,216425,134.6625,134.6625,0,0
158,212861,16/07/13,8317,216233,128.9625,128.9625,0,0
159,212862,16/07/13,8317,217390,137.5125,137.5125,0,0
160,212863,16/07/13,8317,217217,230.1375,262.2,0,0
161,212866,16/07/13,8317,219009,178.8375,178.8375,0,0
162,212867,16/07/13,8317,219029,309.9375,309.9375,0,0
163,212868,16/07/13,8317,222087,167.4375,239.4,1,1
164,212869,16/07/13,8317,320485,230.1375,230.1375,0,0
165,212870,16/07/13,8317,378934,225.8625,225.8625,0,0
166,212872,16/07/13,8317,222765,239.4,239.4,0,0
167,212873,16/07/13,8317,223245,213.0375,213.0375,0,0
168,212874,16/07/13,8317,223153,212.325,212.325,0,0
169,212875,16/07/13,8317,398721,355.5375,483.7875,1,1
170,212876,16/07/13,8317,245387,356.25,483.7875,1,1
171,212877,16/07/13,8317,245338,356.25,483.7875,1,0
172,212879,16/07/13,8317,547934,191.6625,191.6625,0,0
173,212880,16/07/13,8317,679023,191.6625,234.4125,0,1
174,212881,16/07/13,8317,546789,190.95,234.4125,0,0
175,212884,16/07/13,8319,216425,129.675,129.675,0,0
176,212885,16/07/13,8319,216233,128.9625,128.9625,0,0
177,212886,16/07/13,8319,217390,168.8625,168.8625,0,0
178,212888,16/07/13,8319,219844,238.6875,270.0375,0,0
179,212889,16/07/13,8319,219009,201.6375,201.6375,0,0
180,212890,16/07/13,8319,219029,327.0375,327.0375,0,0
181,212891,16/07/13,8319,222087,163.875,221.5875,1,1
182,212892,16/07/13,8319,222765,239.4,239.4,0,0
183,212893,16/07/13,8319,223245,241.5375,241.5375,0,0
184,212896,16/07/13,8319,245387,357.675,483.7875,1,1
185,212899,16/07/13,8392,300291,112.575,112.575,0,0
186,212900,16/07/13,8392,216425,129.675,129.675,0,0
187,212901,16/07/13,8392,216233,128.25,128.25,0,0
188,212902,16/07/13,8392,217390,171.7125,171.7125,0,0
189,212903,16/07/13,8392,217777,232.9875,232.9875,0,0
190,212905,16/07/13,8392,219009,193.8,193.8,0,0
191,212906,16/07/13,8392,219029,327.0375,327.0375,0,0
192,212907,16/07/13,8392,222087,162.45,241.5375,1,0
193,212910,16/07/13,8392,222765,231.5625,231.5625,0,0
194,212911,16/07/13,8392,223245,241.5375,241.5375,0,0
195,212914,16/07/13,8392,245338,355.5375,478.8,1,0
196,212915,16/07/13,8398,216418,110.4375,110.4375,0,0
197,212916,16/07/13,8398,216419,109.725,109.725,0,0
198,212917,16/07/13,8398,300021,109.725,109.725,0,0
199,212919,16/07/13,8398,216425,139.65,139.65,0,0
200,212920,16/07/13,8398,216233,140.3625,140.3625,0,0
201,212921,16/07/13,8398,217390,174.5625,174.5625,0,0
202,212924,16/07/13,8398,219009,220.1625,220.1625,0,0
203,212925,16/07/13,8398,219029,341.2875,341.2875,0,0
204,212926,16/07/13,8398,222087,160.3125,188.8125,1,1
205,212927,16/07/13,8398,320485,213.0375,213.0375,0,0
206,212929,16/07/13,8398,222765,251.5125,251.5125,0,0
207,212930,16/07/13,8398,223245,233.7,224.4375,0,1
208,212931,16/07/13,8398,223153,240.825,240.825,0,0
209,212932,16/07/13,8398,398721,355.5375,498.0375,1,1
210,212933,16/07/13,8398,245387,355.5375,469.5375,1,1
211,212934,16/07/13,8398,245338,355.5375,463.8375,1,0
212,212935,16/07/13,8398,547934,168.8625,168.8625,0,0
213,212936,16/07/13,8400,216418,104.025,104.025,0,0
214,212937,16/07/13,8400,216419,109.725,109.725,0,0
215,212938,16/07/13,8400,300021,109.725,109.725,0,0
216,212940,16/07/13,8400,216425,141.075,141.075,0,0
217,212941,16/07/13,8400,216233,140.3625,140.3625,0,0
218,212942,16/07/13,8400,217390,176.7,176.7,0,0
219,212946,16/07/13,8400,219009,218.7375,218.7375,0,0
220,212947,16/07/13,8400,219029,331.3125,331.3125,0,0
221,212948,16/07/13,8400,222087,171.0,201.6375,1,1
222,212949,16/07/13,8400,222765,254.3625,254.3625,0,0
223,212950,16/07/13,8400,223245,233.7,233.7,0,0
224,212951,16/07/13,8400,223153,240.1125,240.1125,0,0
225,212952,16/07/13,8400,398721,355.5375,469.5375,1,1
226,212954,16/07/13,8400,245338,355.5375,469.5375,1,0
227,212955,16/07/13,8422,216418,85.5,85.5,0,0
228,212956,16/07/13,8422,216419,88.35,88.35,0,0
229,212959,16/07/13,8422,216233,125.4,125.4,0,0
230,212960,16/07/13,8422,217390,139.65,139.65,0,0
231,212964,16/07/13,8422,219009,185.25,185.25,0,0
232,212965,16/07/13,8422,219029,309.9375,309.9375,0,0
233,212966,16/07/13,8422,222087,166.725,220.1625,1,1
234,212967,16/07/13,8422,320485,231.5625,231.5625,0,0
235,212968,16/07/13,8422,378934,228.0,228.0,0,0
236,212969,16/07/13,8422,222765,236.55,236.55,0,0
237,212970,16/07/13,8422,223245,203.0625,203.0625,0,0
238,212971,16/07/13,8422,223153,212.325,212.325,0,0
239,212973,16/07/13,8422,245387,355.5375,483.7875,1,1
240,212974,16/07/13,8422,245338,358.3875,483.7875,1,0
241,212977,16/07/13,8438,216418,85.5,85.5,0,0
242,212978,16/07/13,8438,216419,88.35,88.35,0,0
243,212979,16/07/13,8438,300021,88.35,88.35,0,0
244,212981,16/07/13,8438,216425,129.675,129.675,0,0
245,212982,16/07/13,8438,216233,128.9625,128.9625,0,0
246,212983,16/07/13,8438,217390,170.2875,170.2875,0,0
247,212984,16/07/13,8438,217217,231.5625,267.9,0,1
248,212985,16/07/13,8438,217777,234.4125,265.7625,0,1
249,212986,16/07/13,8438,219844,230.85,264.3375,0,1
250,212987,16/07/13,8438,219009,198.7875,198.7875,0,0
251,212988,16/07/13,8438,219029,327.0375,327.0375,0,0
252,212989,16/07/13,8438,222087,158.8875,212.325,1,1
253,212990,16/07/13,8438,320485,228.0,228.0,0,0
254,212991,16/07/13,8438,378934,226.575,226.575,0,0
255,212993,16/07/13,8438,222765,239.4,239.4,0,0
256,212994,16/07/13,8438,223245,241.5375,241.5375,0,0
257,212995,16/07/13,8438,223153,235.8375,235.8375,0,0
258,212996,16/07/13,8438,398721,356.9625,462.4125,1,0
259,212997,16/07/13,8438,245387,355.5375,483.7875,1,1
260,212998,16/07/13,8438,245338,356.25,483.7875,1,0
261,212999,16/07/13,8438,600934,562.1625,562.1625,0,0
262,213001,16/07/13,8555,216418,87.6375,87.6375,0,0
263,213002,16/07/13,8555,216419,86.2125,86.2125,0,0
264,213006,16/07/13,8555,216233,129.675,129.675,0,0
265,213007,16/07/13,8555,217390,136.8,136.8,0,0
266,213011,16/07/13,8555,219009,187.3875,187.3875,0,0
267,213012,16/07/13,8555,219029,309.9375,309.9375,0,0
268,213013,16/07/13,8555,222087,163.1625,242.25,1,1
269,213016,16/07/13,8555,223245,211.6125,211.6125,0,0
270,213017,16/07/13,8555,223153,205.2,205.2,0,0
271,213020,16/07/13,8555,245338,361.2375,472.3875,1,1
272,213021,16/07/13,8562,216418,109.725,105.45,0,1
273,213022,16/07/13,8562,216419,109.725,105.45,0,1
274,213023,16/07/13,8562,300021,109.725,109.725,0,1
275,213025,16/07/13,8562,216425,140.3625,140.3625,0,0
276,213026,16/07/13,8562,216233,139.65,139.65,0,0
277,213027,16/07/13,8562,217390,172.425,172.425,0,0
278,213031,16/07/13,8562,219009,216.6,216.6,0,0
279,213032,16/07/13,8562,219029,341.2875,341.2875,0,0
280,213033,16/07/13,8562,222087,165.3,205.9125,1,1
281,213034,16/07/13,8562,320485,213.0375,213.0375,0,0
282,213035,16/07/13,8562,378934,213.0375,213.0375,0,0
283,213036,16/07/13,8562,222765,254.3625,254.3625,0,0
284,213037,16/07/13,8562,223245,167.4375,232.9875,0,0
285,213038,16/07/13,8562,223153,183.825,236.55,0,0
286,213039,16/07/13,8562,398721,367.65,469.5375,1,1
287,213040,16/07/13,8562,245387,355.5375,469.5375,1,1
288,213041,16/07/13,8562,245338,355.5375,469.5375,1,0
289,213043,16/07/13,8562,547934,167.4375,167.4375,0,0
290,213048,16/07/13,8869,216418,110.4375,110.4375,0,1
291,213049,16/07/13,8869,216419,109.725,110.4375,0,1
292,213050,16/07/13,8869,300021,109.725,109.725,0,0
293,213053,16/07/13,8869,216425,141.075,141.075,0,0
294,213054,16/07/13,8869,216233,141.075,141.075,0,0
295,213055,16/07/13,8869,217390,176.7,176.7,0,0
296,213056,16/07/13,8869,217217,250.0875,376.9125,0,1
297,213059,16/07/13,8869,219009,215.175,215.175,0,0
298,213060,16/07/13,8869,219029,341.2875,341.2875,0,0
299,213061,16/07/13,8869,222087,161.025,199.5,1,0
300,213064,16/07/13,8869,222765,257.925,257.925,0,0
301,213065,16/07/13,8869,223245,200.925,233.7,0,0
302,213066,16/07/13,8869,223153,195.225,236.55,0,0
303,213068,16/07/13,8869,245387,355.5375,469.5375,1,1
304,213069,16/07/13,8869,245338,355.5375,469.5375,1,1
305,213070,16/07/13,8869,679023,202.35,234.4125,0,1
306,213072,16/07/13,8991,216418,88.35,88.35,0,0
307,213073,16/07/13,8991,216419,87.6375,87.6375,0,0
308,213074,16/07/13,8991,300021,87.6375,87.6375,0,0
309,213076,16/07/13,8991,216425,128.9625,128.9625,0,0
310,213077,16/07/13,8991,216233,127.5375,127.5375,0,0
311,213078,16/07/13,8991,217390,136.8,136.8,0,0
312,213079,16/07/13,8991,217217,232.9875,264.3375,0,0
313,213080,16/07/13,8991,217777,232.275,270.0375,0,0
314,213081,16/07/13,8991,219844,232.9875,270.0375,0,0
315,213082,16/07/13,8991,219009,183.825,183.825,0,0
316,213083,16/07/13,8991,219029,309.9375,309.9375,0,0
317,213084,16/07/13,8991,222087,165.3,228.7125,1,1
318,213085,16/07/13,8991,320485,222.3,222.3,0,0
319,213086,16/07/13,8991,378934,225.8625,225.8625,0,0
320,213087,16/07/13,8991,222765,237.2625,237.2625,0,0
321,213088,16/07/13,8991,223245,213.0375,213.0375,0,0
322,213089,16/07/13,8991,223153,212.325,212.325,0,0
323,213090,16/07/13,8991,398721,356.9625,483.7875,1,1
324,213091,16/07/13,8991,245387,355.5375,483.7875,1,1
325,213092,16/07/13,8991,245338,355.5375,483.7875,1,1
326,213093,16/07/13,8991,600934,562.1625,562.1625,0,0
327,213094,16/07/13,8991,547934,191.6625,191.6625,0,0
328,213096,16/07/13,8991,546789,191.6625,234.4125,0,0
329,213097,16/07/13,8911,216418,84.075,84.075,0,0
330,213098,16/07/13,8911,216419,88.35,88.35,0,0
331,213100,16/07/13,8911,216425,126.825,126.825,0,0
332,213101,16/07/13,8911,216233,130.3875,130.3875,0,0
333,213102,16/07/13,8911,217390,133.95,133.95,0,0
334,213103,16/07/13,8911,217217,228.7125,266.475,0,0
335,213105,16/07/13,8911,219844,235.125,260.775,0,1
336,213106,16/07/13,8911,219009,187.3875,187.3875,0,0
337,213107,16/07/13,8911,219029,309.9375,309.9375,0,0
338,213108,16/07/13,8911,222087,170.2875,228.7125,1,1
339,213109,16/07/13,8911,222765,239.4,239.4,0,0
340,213110,16/07/13,8911,223245,213.0375,213.0375,0,0
341,213111,16/07/13,8911,223153,212.325,212.325,0,0
342,213113,16/07/13,8911,245387,355.5375,483.7875,1,1
343,213114,16/07/13,8911,245338,356.25,483.7875,1,1
344,213115,16/07/13,9001,216419,110.4375,110.4375,0,0
345,213123,16/07/13,9001,223245,233.7,233.7,0,0
346,213127,16/07/13,9043,216418,110.4375,110.4375,0,0
347,213128,16/07/13,9043,216419,109.725,109.725,0,0
348,213129,16/07/13,9043,300021,109.725,109.725,0,0
349,213131,16/07/13,9043,216425,141.075,141.075,0,0
350,213132,16/07/13,9043,216233,141.075,141.075,0,0
351,213133,16/07/13,9043,217390,169.575,169.575,0,0
352,213135,16/07/13,9043,219009,213.0375,213.0375,0,0
353,213136,16/07/13,9043,219029,341.2875,341.2875,0,0
354,213137,16/07/13,9043,222087,168.8625,207.3375,1,1
355,213138,16/07/13,9043,320485,213.0375,213.0375,0,0
356,213140,16/07/13,9043,222765,254.3625,254.3625,0,0
357,213141,16/07/13,9043,223245,233.7,233.7,0,0
358,213142,16/07/13,9043,223153,156.0375,236.55,0,0
359,213145,16/07/13,9043,245338,358.3875,469.5375,1,1
360,213147,16/07/13,9043,547934,172.425,172.425,0,0
361,213148,16/07/13,9092,216418,87.6375,86.925,0,1
362,213149,16/07/13,9092,216419,87.6375,87.6375,0,0
363,213150,16/07/13,9092,216425,128.25,128.25,0,0
364,213151,16/07/13,9092,216233,131.1,131.1,0,0
365,213152,16/07/13,9092,217390,134.6625,134.6625,0,0
366,213153,16/07/13,9092,219844,237.975,266.475,0,0
367,213154,16/07/13,9092,219009,187.3875,187.3875,0,0
368,213155,16/07/13,9092,219029,309.9375,309.9375,0,0
369,213156,16/07/13,9092,222087,170.2875,220.875,1,1
370,213157,16/07/13,9092,320485,208.05,208.05,0,0
371,213158,16/07/13,9092,378934,205.9125,205.9125,0,0
372,213159,16/07/13,9092,222765,239.4,239.4,0,0
373,213160,16/07/13,9092,223245,213.0375,213.0375,0,0
374,213161,16/07/13,9092,223153,205.2,205.2,0,0
375,213162,16/07/13,9092,398721,355.5375,462.4125,1,0
376,213163,16/07/13,9092,245387,358.3875,465.975,1,1
377,213164,16/07/13,9092,245338,356.25,467.4,1,0
378,213167,16/07/13,9092,679023,191.6625,234.4125,0,0
379,213168,16/07/13,9092,546789,191.6625,234.4125,0,0
380,213169,16/07/13,9112,216418,109.725,110.4375,0,1
381,213170,16/07/13,9112,216419,109.725,109.725,0,1
382,213171,16/07/13,9112,300021,109.725,109.0125,0,1
383,213174,16/07/13,9112,216425,141.075,141.075,0,0
384,213175,16/07/13,9112,216233,140.3625,140.3625,0,0
385,213176,16/07/13,9112,217390,176.7,176.7,0,0
386,213179,16/07/13,9112,219844,244.3875,361.95,0,0
387,213180,16/07/13,9112,219009,207.3375,207.3375,0,0
388,213181,16/07/13,9112,219029,341.2875,341.2875,0,0
389,213182,16/07/13,9112,222087,166.725,208.05,1,0
390,213183,16/07/13,9112,320485,213.0375,213.0375,0,0
391,213187,16/07/13,9112,222765,253.65,253.65,0,0
392,213188,16/07/13,9112,223245,233.7,233.7,0,0
393,213189,16/07/13,9112,223153,131.1,232.275,0,0
394,213191,16/07/13,9112,245387,355.5375,469.5375,1,0
395,213192,16/07/13,9112,245338,355.5375,469.5375,1,0
396,213194,16/07/13,9112,547934,172.425,172.425,0,0
397,213195,16/07/13,9112,673209,344.1375,344.1375,0,0
398,213197,16/07/13,9132,216419,86.925,86.925,0,0
399,213199,16/07/13,9132,216425,128.9625,128.9625,0,0
400,213200,16/07/13,9132,216233,128.25,128.25,0,0
401,213202,16/07/13,9132,217217,229.425,270.0375,0,1
402,213204,16/07/13,9132,219009,187.3875,187.3875,0,0
403,213205,16/07/13,9132,219029,309.9375,309.9375,0,0
404,213206,16/07/13,9132,222087,164.5875,199.5,1,1
405,213207,16/07/13,9132,222765,239.4,239.4,0,0
406,213208,16/07/13,9132,223245,213.0375,213.0375,0,0
407,213209,16/07/13,9132,223153,212.325,212.325,0,0
408,213215,16/07/13,9147,216418,109.725,109.725,0,0
409,213216,16/07/13,9147,216419,109.725,109.725,0,0
410,213217,16/07/13,9147,300021,109.725,109.725,0,0
411,213219,16/07/13,9147,216425,132.525,132.525,0,0
412,213220,16/07/13,9147,216233,133.95,133.95,0,0
413,213221,16/07/13,9147,217390,175.275,175.275,0,0
414,213225,16/07/13,9147,219009,215.175,215.175,0,0
415,213226,16/07/13,9147,219029,341.2875,341.2875,0,0
416,213227,16/07/13,9147,222087,161.025,221.5875,1,1
417,213230,16/07/13,9147,222765,257.925,257.925,0,0
418,213231,16/07/13,9147,223245,233.7,233.7,0,0
419,213233,16/07/13,9147,398721,355.5375,469.5375,1,1
420,213235,16/07/13,9147,245338,355.5375,469.5375,1,1
421,213236,16/07/13,9147,547934,173.85,173.85,0,0
422,213238,16/07/13,9164,216418,109.725,109.725,0,0
423,213239,16/07/13,9164,216419,109.725,109.725,0,0
424,213240,16/07/13,9164,300021,109.0125,109.0125,0,0
425,213241,16/07/13,9164,216425,139.65,139.65,0,0
426,213242,16/07/13,9164,216233,141.7875,141.7875,0,0
427,213243,16/07/13,9164,217390,177.4125,177.4125,0,0
428,213245,16/07/13,9164,219009,218.7375,218.7375,0,0
429,213246,16/07/13,9164,219029,341.2875,341.2875,0,0
430,213247,16/07/13,9164,222087,164.5875,205.2,1,1
431,213248,16/07/13,9164,320485,213.0375,213.0375,0,0
432,213249,16/07/13,9164,378934,213.0375,213.0375,0,0
433,213250,16/07/13,9164,222765,254.3625,254.3625,0,0
434,213251,16/07/13,9164,223245,231.5625,231.5625,0,0
435,213252,16/07/13,9164,223153,240.1125,240.1125,0,0
436,213254,16/07/13,9164,245387,355.5375,469.5375,1,1
437,213255,16/07/13,9164,245338,355.5375,469.5375,1,1
438,213256,16/07/13,9164,600934,533.6625,533.6625,0,0
439,213257,16/07/13,9164,547934,165.3,165.3,0,0
440,213260,16/07/13,9178,216233,134.6625,134.6625,0,0
441,213265,16/07/13,9178,219009,181.6875,181.6875,0,0
442,213268,16/07/13,9178,222765,239.4,239.4,0,0
443,213269,16/07/13,9178,223245,213.0375,213.0375,0,0
444,213270,16/07/13,9178,223153,175.275,212.325,0,0
445,213273,16/07/13,9178,245338,356.25,470.9625,1,1
446,213275,16/07/13,9190,216419,88.35,88.35,0,0
447,213276,16/07/13,9190,300021,88.35,88.35,0,0
448,213278,16/07/13,9190,327492,112.575,112.575,0,0
449,213279,16/07/13,9190,216425,131.8125,131.8125,0,0
450,213280,16/07/13,9190,216233,131.1,131.1,0,0
451,213281,16/07/13,9190,217390,174.5625,174.5625,0,0
452,213282,16/07/13,9190,217217,237.975,270.0375,0,0
453,213283,16/07/13,9190,217777,231.5625,270.0375,0,1
454,213285,16/07/13,9190,219009,201.6375,201.6375,0,0
455,213286,16/07/13,9190,219029,327.0375,327.0375,0,0
456,213287,16/07/13,9190,222087,171.7125,232.9875,1,1
457,213288,16/07/13,9190,320485,231.5625,231.5625,0,0
458,213289,16/07/13,9190,378934,221.5875,221.5875,0,0
459,213292,16/07/13,9190,222765,239.4,239.4,0,0
460,213293,16/07/13,9190,223245,241.5375,241.5375,0,0
